Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc
PhD,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,70,147,825,1,1,0,0.22727272727272727,37.5,4
2n Cycle,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,52,340,694,1,1,0,0.3888888888888889,38.55555555555556,1
Graduation,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,43,6,1792,0,0,2,0.23529411764705882,105.41176470588235,2
PhD,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,66,423,496,2,0,0,0.375,31.0,4
Graduation,34916.0,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,56,410,231,2,1,0,0.5,23.1,2
Graduation,64892.0,0,1,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,48,31,902,1,0,0,0.2608695652173913,39.21739130434783,2
Graduation,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,58,170,68,2,0,0,0.42857142857142855,9.714285714285714,2
PhD,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,35,291,71,0,0,0,0.16666666666666666,11.833333333333334,4
2n Cycle,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,39,375,76,1,0,0,0.3333333333333333,12.666666666666666,1
PhD,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,57,313,772,2,1,0,0.2727272727272727,35.09090909090909,4
PhD,36732.0,1,1,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,65,182,47,2,1,0,0.14285714285714285,6.714285714285714,4
PhD,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,54,222,1586,1,1,0,0.2916666666666667,66.08333333333333,4
PhD,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,57,492,1529,1,1,1,0.3333333333333333,46.333333333333336,4
PhD,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,39,334,265,0,0,2,0.3333333333333333,22.083333333333332,4
Graduation,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,73,297,1603,0,1,0,0.2777777777777778,89.05555555555556,2
Master,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,38,534,2091,0,1,1,0.3181818181818182,95.04545454545455,3
2n Cycle,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,69,391,981,0,1,1,0.2857142857142857,46.714285714285715,1
Graduation,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,54,584,1533,1,1,0,0.25806451612903225,49.45161290322581,2
2n Cycle,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,33,578,82,0,1,0,0.14285714285714285,11.714285714285714,1
Graduation,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,49,461,244,1,1,0,0.45454545454545453,22.181818181818183,2
Basic,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,45,367,36,1,0,0,0.2,7.2,0
PhD,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,48,502,404,1,1,0,0.3333333333333333,26.933333333333334,4
Graduation,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,44,157,71,1,1,0,0.3333333333333333,11.833333333333334,2
Graduation,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,46,264,1572,0,1,1,0.21739130434782608,68.34782608695652,2
Graduation,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,53,163,122,2,1,0,0.375,15.25,2
PhD,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,69,603,41,2,1,0,0.2857142857142857,5.857142857142857,4
PhD,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,41,25,10,1,1,0,0.0,2.5,4
Graduation,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,72,247,304,1,1,0,0.3333333333333333,25.333333333333332,2
Graduation,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,55,96,37,2,1,0,0.2,7.4,2
Master,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,44,690,1754,0,0,0,0.25,109.625,3
Graduation,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,56,341,815,1,1,2,0.45454545454545453,37.04545454545455,2
Graduation,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,53,541,1001,1,0,0,0.3333333333333333,41.708333333333336,2
Graduation,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,35,345,1157,0,0,0,0.13636363636363635,52.59090909090909,2
Graduation,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,73,345,688,1,0,0,0.3684210526315789,36.21052631578947,2
Master,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,37,358,1319,0,0,0,0.42105263157894735,69.42105263157895,3
PhD,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,39,495,21,1,1,0,0.25,5.25,4
2n Cycle,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,43,671,31,1,0,0,0.25,7.75,1
Graduation,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,34,545,67,0,1,0,0.3333333333333333,11.166666666666666,2
Graduation,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,72,402,708,1,0,0,0.15,35.4,2
2n Cycle,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,53,648,25,2,1,0,0.25,6.25,1
PhD,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,41,487,746,0,1,1,0.3333333333333333,62.166666666666664,4
PhD,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,67,645,32,2,0,0,0.2,6.4,4
Master,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,73,116,1695,2,0,0,0.375,70.625,3
Graduation,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,48,667,1080,1,1,0,0.3333333333333333,45.0,2
Master,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,69,91,72,2,1,0,0.42857142857142855,10.285714285714286,3
Graduation,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,35,221,57,1,0,0,0.375,7.125,2
PhD,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,51,100,660,1,1,0,0.4,33.0,4
Basic,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,51,635,103,1,1,0,0.375,12.875,0
PhD,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,40,279,153,1,1,0,0.3333333333333333,17.0,4
Master,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,68,647,1220,1,1,1,0.2413793103448276,42.06896551724138,3
Graduation,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,59,682,279,1,1,0,0.4166666666666667,23.25,2
Graduation,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,46,178,745,1,1,0,0.35,37.25,2
PhD,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,51,120,264,1,1,0,0.25,22.0,4
Graduation,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,38,12,2157,0,1,4,0.18181818181818182,98.04545454545455,2
Master,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,65,305,1526,1,1,3,0.34782608695652173,66.34782608695652,3
Graduation,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,46,446,69,1,1,0,0.16666666666666666,11.5,2
Graduation,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,58,596,1597,0,1,1,0.19230769230769232,61.42307692307692,2
Basic,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,32,31,64,1,0,0,0.42857142857142855,9.142857142857142,0
Graduation,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,40,593,497,1,1,0,0.46153846153846156,38.23076923076923,2
Graduation,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,68,405,1067,1,0,0,0.375,66.6875,2
Graduation,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,47,52,31,2,1,0,0.3333333333333333,5.166666666666667,2
Graduation,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,50,297,211,2,1,0,0.4,21.1,2
PhD,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,48,581,877,1,1,1,0.3181818181818182,39.86363636363637,4
Graduation,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,45,532,11,1,1,0,0.25,2.75,2
PhD,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,41,424,2034,0,1,3,0.28,81.36,4
Graduation,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,33,197,1991,0,0,3,0.2631578947368421,104.78947368421052,2
PhD,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,62,88,1686,0,0,1,0.24,67.44,4
PhD,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,42,152,324,1,0,0,0.46153846153846156,24.923076923076923,4
Master,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,45,72,69,1,0,0,0.2857142857142857,9.857142857142858,3
Graduation,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,69,608,252,2,1,0,0.3333333333333333,21.0,2
Basic,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,59,538,54,1,0,0,0.2,10.8,0
Master,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,63,478,964,2,1,0,0.375,40.166666666666664,3
Graduation,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,73,497,1327,1,1,0,0.25925925925925924,49.148148148148145,2
PhD,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,60,98,68,2,1,0,0.3333333333333333,11.333333333333334,4
Graduation,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,65,548,60,0,1,0,0.2,12.0,2
Graduation,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,69,428,55,2,0,1,0.2,11.0,2
Graduation,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,58,109,1456,0,1,1,0.14285714285714285,69.33333333333333,2
2n Cycle,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,66,419,563,1,0,0,0.2777777777777778,31.27777777777778,1
Graduation,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,70,496,1504,1,0,0,0.30434782608695654,65.3913043478261,2
Graduation,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,57,66,564,2,0,0,0.4444444444444444,31.333333333333332,2
Graduation,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,61,215,1125,0,1,1,0.17391304347826086,48.91304347826087,2
Graduation,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,65,36,358,1,1,1,0.42857142857142855,25.571428571428573,2
PhD,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,53,200,42,1,1,0,0.2,8.4,4
Graduation,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,60,66,184,1,1,1,0.4444444444444444,20.444444444444443,2
Graduation,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,41,437,460,1,1,0,0.4,30.666666666666668,2
PhD,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,79,32,145,0,0,0,0.375,18.125,4
Graduation,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,77,529,1376,0,1,0,0.24,55.04,2
PhD,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,55,525,792,1,0,0,0.5,36.0,4
Graduation,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,72,611,1382,0,1,0,0.17391304347826086,60.08695652173913,2
Basic,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,77,586,28,0,1,0,0.25,7.0,0
Master,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,78,274,1033,0,1,0,0.25,43.041666666666664,3
Graduation,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,55,396,882,1,0,0,0.3333333333333333,42.0,2
PhD,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,75,483,2231,0,1,3,0.2857142857142857,159.35714285714286,4
PhD,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,63,621,1101,1,1,1,0.47058823529411764,64.76470588235294,4
Graduation,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,50,655,369,1,1,0,0.4166666666666667,30.75,2
2n Cycle,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,44,122,48,1,0,0,0.2,9.6,1
PhD,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,75,502,467,1,0,1,0.4375,29.1875,4
Graduation,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,53,551,44,2,0,0,0.3333333333333333,7.333333333333333,2
Basic,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,45,469,38,2,0,0,0.14285714285714285,5.428571428571429,0
Graduation,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,56,235,81,2,1,0,0.2857142857142857,11.571428571428571,2
Master,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,53,329,167,1,0,0,0.5555555555555556,18.555555555555557,3
PhD,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,69,50,45,2,1,0,0.16666666666666666,7.5,4
Graduation,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,52,399,664,1,1,0,0.3684210526315789,34.94736842105263,2
2n Cycle,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,60,292,622,1,1,0,0.3888888888888889,34.55555555555556,1
2n Cycle,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,45,476,48,1,0,0,0.3333333333333333,8.0,1
Graduation,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,49,249,461,1,1,0,0.2,30.733333333333334,2
Graduation,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,47,313,1073,1,1,0,0.34615384615384615,41.26923076923077,2
2n Cycle,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,38,295,55,1,1,0,0.2857142857142857,7.857142857142857,1
Graduation,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,68,460,976,1,1,0,0.375,40.666666666666664,2
PhD,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,44,13,20,1,0,0,0.2,4.0,4
Graduation,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,42,417,1149,0,1,0,0.11764705882352941,67.58823529411765,2
Basic,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,63,14,43,0,1,0,0.3333333333333333,7.166666666666667,0
Master,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,49,252,224,1,1,1,0.3333333333333333,24.88888888888889,3
PhD,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,50,649,101,1,0,0,0.42857142857142855,14.428571428571429,4
PhD,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,78,437,209,0,1,0,0.4,20.9,4
Graduation,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,39,632,968,0,0,0,0.14285714285714285,46.095238095238095,2
PhD,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,72,386,1165,0,1,0,0.11764705882352941,68.52941176470588,4
Graduation,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,57,103,24,1,1,0,0.2,4.8,2
Graduation,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,69,608,252,2,1,0,0.3333333333333333,21.0,2
Graduation,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,39,669,165,1,0,0,0.3333333333333333,18.333333333333332,2
PhD,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,47,624,269,0,1,0,0.4166666666666667,22.416666666666668,4
PhD,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,51,327,102,1,1,0,0.42857142857142855,14.571428571428571,4
2n Cycle,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,40,332,461,0,1,0,0.10526315789473684,24.263157894736842,1
Basic,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,45,559,47,1,0,0,0.3333333333333333,7.833333333333333,0
PhD,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,48,132,144,2,0,0,0.25,18.0,4
Graduation,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,56,623,1338,0,1,0,0.375,55.75,2
Graduation,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,65,213,917,1,1,0,0.4583333333333333,38.208333333333336,2
Graduation,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,53,544,318,2,1,0,0.38461538461538464,24.46153846153846,2
Graduation,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,57,603,253,2,0,0,0.45454545454545453,23.0,2
Graduation,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,51,646,502,1,1,0,0.375,31.375,2
Graduation,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,41,202,119,1,1,0,0.2857142857142857,17.0,2
2n Cycle,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,45,670,1250,2,1,0,0.11764705882352941,73.52941176470588,1
Graduation,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,45,239,969,1,1,0,0.25,40.375,2
Graduation,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,74,328,76,2,1,0,0.2857142857142857,10.857142857142858,2
PhD,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,61,78,62,2,0,0,0.16666666666666666,10.333333333333334,4
2n Cycle,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,62,318,1382,0,1,1,0.11538461538461539,53.15384615384615,1
Graduation,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,48,142,84,1,0,0,0.2857142857142857,12.0,2
Graduation,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,72,351,255,2,1,1,0.3,25.5,2
Master,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,64,380,43,2,1,0,0.2,8.6,3
Graduation,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,69,269,398,1,0,0,0.21428571428571427,28.428571428571427,2
Master,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,47,74,76,1,0,0,0.42857142857142855,10.857142857142858,3
Graduation,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,60,23,902,2,1,1,0.42857142857142855,64.42857142857143,2
2n Cycle,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,43,58,823,1,1,0,0.3333333333333333,39.19047619047619,1
Graduation,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,48,2,1179,1,1,0,0.28,47.16,2
Graduation,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,50,623,1921,1,1,1,0.3448275862068966,66.24137931034483,2
Master,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,73,427,185,2,1,0,0.3333333333333333,20.555555555555557,3
Graduation,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,58,466,433,2,0,0,0.3333333333333333,28.866666666666667,2
Graduation,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,73,170,34,2,1,1,0.2,6.8,2
Graduation,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,66,386,907,1,1,0,0.21739130434782608,39.43478260869565,2
PhD,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,58,204,416,2,0,0,0.8846153846153846,16.0,4
Graduation,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,60,390,44,2,0,0,0.2857142857142857,6.285714285714286,2
Graduation,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,68,62,1588,0,1,0,0.23529411764705882,93.41176470588235,2
PhD,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,50,601,1797,0,0,1,0.17647058823529413,105.70588235294117,4
Graduation,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,58,633,40,2,1,0,0.2,8.0,2
PhD,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,61,590,1143,1,0,0,0.25,71.4375,4
Master,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,55,1,914,0,1,1,0.2857142857142857,65.28571428571429,3
Graduation,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,32,525,1502,0,1,1,0.16666666666666666,125.16666666666667,2
Graduation,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,70,500,1338,1,0,0,0.2777777777777778,74.33333333333333,2
PhD,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,41,343,27,1,1,0,0.2,5.4,4
2n Cycle,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,42,274,763,1,1,1,0.42857142857142855,36.333333333333336,1
Graduation,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,73,345,1331,0,0,0,0.22727272727272727,60.5,2
Graduation,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,68,302,525,2,1,0,0.35294117647058826,30.88235294117647,2
PhD,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,14,9,2,1,0,0.25,2.25,4
Graduation,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,62,83,953,1,1,1,0.35714285714285715,68.07142857142857,2
Master,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,53,261,68,2,0,0,0.3333333333333333,11.333333333333334,3
Master,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,53,268,131,2,0,0,0.25,16.375,3
Graduation,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,56,324,882,1,1,0,0.19047619047619047,42.0,2
2n Cycle,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,46,663,1149,0,1,0,0.375,47.875,1
Graduation,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,55,287,37,1,1,0,0.2,7.4,2
PhD,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,59,308,388,1,0,0,0.35714285714285715,27.714285714285715,4
Graduation,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,38,499,1428,0,1,0,0.25,89.25,2
Master,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,66,402,1633,0,1,0,0.125,68.04166666666667,3
